name,platform,year,genre,publisher,na,eu,jp,other,global_sales,label
Worms Forts: Under Siege,30,2004,12,452,0.05,0.01,0,0,0.07,0
Dream C Club,29,2009,10,111,0,0,0.07,0,0.07,0
Pro Evolution Soccer 2015,14,2014,11,282,0,0.06,0,0.01,0.07,0
Disney Infinity,21,2013,1,126,0.05,0,0,0.02,0.07,0
Pocky & Rocky with Becky,7,2001,9,28,0.05,0.02,0,0,0.07,0
Full Spectrum Warrior: Ten Hammers,17,2006,12,514,0.03,0.02,0,0.01,0.07,0
Streets of Rage 3,9,1993,1,452,0,0,0.07,0,0.07,0
Chocolatier,5,2010,4,576,0.06,0,0,0,0.07,0
Cosmos Chaos!,5,2010,4,320,0.06,0,0,0,0.07,0
Lego Star Wars: The Force Awakens,3,2016,1,558,0.02,0.04,0,0,0.07,0
12-Sai. Honto no Kimochi,3,2014,2,215,0,0,0.07,0,0.07,0
"Warhammer 40,000: Squad Command",5,2007,12,514,0.05,0.01,0,0.01,0.07,0
Hasbro Family Game Night Fun Pack,29,2011,4,139,0.06,0,0,0,0.07,0
Port Royale 3,29,2010,10,271,0.06,0,0,0,0.07,0
Pro Yaky? Spirits 4,18,2007,11,282,0,0,0.07,0,0.07,0
Speed Racer,16,1996,7,521,0.04,0.02,0,0,0.07,0
NHL Hitz Pro,30,2003,11,330,0.05,0.01,0,0,0.07,0
Walt Disney Pictures Presents Enchanted,5,2007,5,126,0.04,0.01,0,0.01,0.07,0
Cardfight!! Vanguard: Lock On Victory!!,3,2014,4,175,0,0,0.07,0,0.07,0
Jewel Quest IV: Heritage,5,2011,6,260,0,0.05,0,0.01,0.06,0
Atelier Meruru: Alchemist of Arland 3,21,2013,8,211,0,0,0.06,0,0.06,0
Hot Wheels: Burnin' Rubber,7,2001,7,514,0.05,0.02,0,0,0.06,0
Ojyousama Express,16,1998,12,317,0,0,0.06,0,0.06,0
Jewel Link Chronicles: Mountains of Madness,5,2008,6,58,0,0.06,0,0.01,0.06,0
Chrysler Classic Racing,26,2008,7,576,0.06,0,0,0,0.06,0
Wings of War,30,2004,10,498,0.05,0.01,0,0,0.06,0
Jam Sessions 2,5,2009,4,532,0.06,0,0,0,0.06,0
Orcs & Elves,5,2007,8,139,0.06,0,0,0.01,0.06,0
187: Ride or Die,30,2005,7,532,0.05,0.01,0,0,0.06,0
RPG Maker 3,17,2004,8,147,0.03,0.02,0,0.01,0.06,0
Zatch Bell! Mamodo Battles,8,2005,3,351,0.05,0.01,0,0,0.06,0
Motion Explosion!,29,2011,4,7,0.05,0.01,0,0,0.06,0
Genkai Tokki Monster Monpiece,21,2013,12,233,0,0,0.06,0,0.06,0
Desert Strike Advance,7,2002,10,139,0.05,0.02,0,0,0.06,0
Kabuki Warriors,30,2001,1,191,0.05,0.01,0,0,0.06,0
Gradius Collection,20,2006,9,282,0.04,0,0.02,0,0.06,0
Disney's Chicken Little: Ace In Action,5,2006,9,126,0.06,0,0,0,0.06,0
IL-2 Sturmovik: Birds of Prey,5,2009,10,7,0.06,0,0,0,0.06,0
Discworld,16,1994,2,422,0.04,0.02,0,0,0.06,0
The LEGO Movie Videogame,14,2014,1,558,0.02,0.04,0,0.01,0.06,0
Escape from Bug Island,26,2006,1,138,0.04,0.01,0.01,0,0.06,0
World Poker Tour,30,2005,4,498,0.05,0.01,0,0,0.06,0
Pirates: The Legend of Black Kat,30,2002,2,139,0.05,0.01,0,0,0.06,0
Elite Forces: Unit 77,5,2009,12,119,0.06,0,0,0,0.06,0
July,4,1998,2,167,0,0,0.06,0,0.06,0
ESPN Winter X-Games: Snowboarding 2002,7,2000,11,282,0.05,0.02,0,0,0.06,0
Bleach: Versus Crusade,26,2008,3,452,0,0,0.06,0,0.06,0
Kanon,4,2000,2,359,0,0,0.06,0,0.06,0
NanoBreaker,17,2005,1,282,0.03,0.02,0,0.01,0.06,0
Bionicle,30,2003,1,139,0.05,0.01,0,0,0.06,0
My Pet Shop,5,2008,10,474,0.06,0,0,0,0.06,0
Guitar Freaks 3rdMIX & DrumMania 2ndMIX,17,2000,10,282,0,0,0.06,0,0.06,0
Miami Vice: The Game,20,2006,9,17,0.06,0,0,0,0.06,0
Santa Claus Is Comin' to Town!,26,2011,6,102,0.06,0,0,0,0.06,0
BMX XXX,8,2002,11,13,0.05,0.01,0,0,0.06,0
Broken Sword 5: The Serpent's Curse,19,2015,2,438,0,0.06,0,0.01,0.06,0
Disney's Magical Quest 2 Starring Mickey and Minnie,7,2003,1,82,0.05,0.02,0,0,0.06,0
Aggressive Inline,30,2002,11,13,0.05,0.01,0,0,0.06,0
Western Riding Academy,5,2010,10,121,0.06,0,0,0,0.06,0
My Pet Chimp,5,2010,10,7,0.06,0,0,0,0.06,0
Frogger: Helmet Chaos,5,2005,5,282,0.06,0,0,0,0.06,0
Ikki Tousen: Xross Impact,20,2010,1,305,0,0,0.06,0,0.06,0
Bullet Girls,21,2014,1,111,0,0,0.06,0,0.06,0
Paws & Claws: Marine Rescue,5,2011,10,514,0.06,0,0,0,0.06,0
Super Mahjong 2: Honkaku 4Jin Uchi,24,1993,4,244,0,0,0.06,0,0.06,0
XGRA: Extreme G Racing Association,17,2003,7,13,0.03,0.02,0,0.01,0.06,0
Cabela's Trophy Bucks,26,2008,11,19,0.06,0,0,0,0.06,0
Mitsukete! Keroro Gunsou: Machigai Sagashi Daisakusen de Arimasu!,5,2007,1,351,0,0,0.06,0,0.06,0
Pop'n Music Portable 2,20,2011,4,282,0,0,0.06,0,0.06,0
Fist of the North Star: Ken's Rage 2,29,2012,3,506,0.03,0.01,0.02,0,0.06,0
Smart Boy's Toys Club,5,2008,4,7,0.06,0,0,0,0.06,0
Ys vs. Sora no Kiseki: Alternative Saga,20,2010,3,159,0,0,0.06,0,0.06,0
Naruto: Ultimate Ninja Heroes (JP sales),20,2006,3,351,0,0,0.06,0,0.06,0
Max & the Magic Marker,5,2011,5,999,0,0.06,0,0,0.06,0
Legend of the Dragon,26,2007,3,182,0.06,0,0,0,0.06,0
Akagawa Jirou Mystery: Yasoukyoku - Hon ni Manekareta Satsujin,5,2008,2,305,0,0,0.06,0,0.06,0
Ray Tracers,16,1997,7,464,0.04,0.02,0,0,0.06,0
Monster Madness: Grave Danger,18,2008,9,469,0.05,0.01,0,0.01,0.06,0
Sprung - A Game Where Everyone Scores,5,2004,2,532,0.06,0,0,0,0.06,0
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 14: CR Shinseiki Evangelion: Saigo no Mono,17,2009,4,111,0,0,0.06,0,0.06,0
Nicola Kanshuu: Model * Oshare Audition,5,2010,4,26,0,0,0.06,0,0.06,0
Rugby 15,21,2015,11,68,0,0.05,0,0.01,0.06,0
Kururin Paradise,7,2002,6,999,0,0,0.06,0,0.06,0
Kiniro no Corda 2,17,2007,8,506,0,0,0.06,0,0.06,0
Fast Food Panic,26,2009,10,374,0.06,0,0,0,0.06,0
Samurai Warriors Chronicles 3,21,2014,1,506,0,0,0.06,0,0.06,0
Dynasty Warriors Vs,3,2012,1,15,0,0,0.06,0,0.06,0
Another Code R: A Journey into Lost Memories,26,2009,2,368,0,0.03,0.03,0,0.06,0
Gallop Racer 2004,17,2004,11,575,0.03,0.02,0,0.01,0.06,0
Rayman: Hoodlum's Revenge,7,2005,5,532,0.05,0.02,0,0,0.06,0
Sunrise Eiyuutan R,17,2000,8,486,0,0,0.06,0,0.06,0
Mobile Suit Gundam Seed: Never Ending Tomorrow,17,2004,9,351,0.03,0.02,0,0.01,0.06,0
The Book of Unwritten Tales: The Critter Chronicles,14,2011,1,104,0,0.05,0,0.01,0.06,0
Octomania,26,2007,6,329,0.06,0,0,0,0.06,0
F1 2001,30,2001,7,139,0.05,0.01,0,0,0.06,0
Fishing Master (jp sales),26,2007,11,282,0,0,0.06,0,0.06,0
Zill O'll Infinite Plus,20,2009,8,506,0,0,0.06,0,0.06,0
Pawly Pets: My Vet Practice,5,2007,12,532,0,0.06,0,0.01,0.06,0
Tonka Rescue Patrol,8,2003,1,502,0.05,0.01,0,0,0.06,0
GunGriffon II,22,1998,10,152,0,0,0.06,0,0.06,0
Crimson Gem Saga,20,2008,8,452,0.06,0,0,0,0.06,0
Legend of Kay,19,2015,1,376,0.02,0.03,0,0.01,0.06,0
Order Up!!,18,2011,1,171,0.04,0.01,0,0.01,0.06,0
Steambot Chronicles: Battle Tournament,20,2008,3,257,0.05,0,0.01,0,0.06,0
Bomberman Land,20,2007,4,227,0.06,0,0,0.01,0.06,0
Spy Fox in Dry Cereal,26,2008,2,300,0.06,0,0,0,0.06,0
Cel Damage,8,2002,7,139,0.05,0.01,0,0,0.06,0
Lego Batman 3: Beyond Gotham,14,2014,1,558,0,0.06,0,0.01,0.06,0
Killer Instinct (2013),31,2013,3,328,0.03,0.03,0,0.01,0.06,0
Famicom Mini: Balloon Fight,7,2004,1,368,0,0,0.06,0,0.06,0
Steins;Gate: Senkei Kousoku no Phonogram,18,2013,2,8,0,0,0.06,0,0.06,0
Seaman 2: Peking Genjin Ikusei Kit,17,2007,10,452,0,0,0.06,0,0.06,0
Chou Gekijouban Keroro Gunsou 3: Tenkuu Daibouken de Arimasu!,5,2008,1,351,0,0,0.06,0,0.06,0
Bionicle Heroes,5,2006,9,138,0.06,0,0,0,0.06,0
Ratchet & Clank Collection,21,2014,1,464,0,0.05,0,0.01,0.06,0
The Pinball of the Dead,7,2002,4,452,0.05,0.02,0,0,0.06,0
Growlanser IV: Over Reloaded,20,2011,8,56,0,0,0.06,0,0.06,0
Arc the Lad: End of Darkness,17,2004,8,464,0.03,0.02,0,0.01,0.06,0
Tom Clancy's Splinter Cell: Pandora Tomorrow,7,2004,1,532,0.05,0.02,0,0,0.06,0
The King of Route 66,17,2003,7,452,0.03,0.02,0,0.01,0.06,0
Sherlock Holmes: Crimes & Punishments,29,2014,2,163,0.03,0.03,0,0.01,0.06,0
Bubble Bobble also featuring Rainbow Islands,16,1995,6,13,0.04,0.02,0,0,0.06,0
Intellivision Lives!,8,2004,4,102,0.05,0.01,0,0,0.06,0
Star Wars Knights of the Old Republic II: The Sith Lords,14,2005,8,296,0.01,0.04,0,0.01,0.06,0
Panzer Tactics,5,2007,12,1,0.06,0,0,0,0.06,0
Pro Yaky? Spirits 2013,21,2013,11,282,0,0,0.06,0,0.06,0
Robotica,22,1994,9,452,0,0,0.06,0,0.06,0
Deathrow: Underground Team Combat,30,2002,11,532,0.05,0.01,0,0,0.06,0
Land of the Dead: Road to Fiddler's Green,30,2005,9,207,0.05,0.01,0,0,0.06,0
R-Types,16,1998,9,551,0.04,0.02,0,0,0.06,0
Star Fighter,16,1995,9,509,0.04,0.02,0,0,0.06,0
Kuukan * Zukei: Hirameki Training - KuuTore,5,2008,4,63,0,0,0.06,0,0.06,0
Osu! Tatakae! Ouendan,5,2005,4,368,0,0,0.06,0,0.06,0
Dissidia: Final Fantasy Universal Tuning,20,2009,3,474,0,0,0.06,0,0.06,0
Game Center CX: 3-Choume no Arino,3,2014,1,351,0,0,0.06,0,0.06,0
Age of Empires Online,14,2011,12,328,0.01,0.04,0,0.01,0.06,0
Alien Syndrome,26,2007,8,452,0.06,0,0,0,0.06,0
Meitantei Conan: Aoki Houseki no Rinbukyoku,5,2011,2,351,0,0,0.06,0,0.06,0
The Legend of Heroes: Trails in the Sky Second Chapter,20,2007,8,159,0,0,0.06,0,0.06,0
Challenge Me: Brain Puzzles,5,2009,6,387,0.06,0,0,0,0.06,0
Legend of Kay,5,2010,1,265,0.06,0,0,0,0.06,0
Mystic Heroes,17,2002,1,506,0.03,0.02,0,0.01,0.06,0
From The Abyss,5,2008,8,374,0.06,0,0,0,0.06,0
The Amazing Spider-Man 2 (2014),3,2014,1,17,0.03,0.03,0,0,0.06,0
Tron 2.0: Killer App,7,2004,1,126,0.04,0.02,0,0,0.06,0
Samurai Shodown Anthology,26,2008,3,236,0.06,0,0,0,0.06,0
Mega Minis Volume 3,20,2011,4,464,0,0.05,0,0.02,0.06,0
Jurassic Park III: Park Builder,7,2001,10,282,0.04,0.02,0,0,0.06,0
Mario vs. Donkey Kong: Tipping Stars,3,2015,6,368,0,0,0.06,0,0.06,0
Unchained Blades,20,2011,8,175,0,0,0.06,0,0.06,0
Rurouni Kenshin: Meiji Kenkaku Romantan Saisen,20,2011,3,351,0,0,0.06,0,0.06,0
Di-Gata Defenders,5,2008,8,182,0.06,0,0,0,0.06,0
Star Trek: Tactical Assault,5,2006,12,532,0.05,0.01,0,0,0.06,0
Code Geass: Hangyaku no Lelouch - Lost Colors,17,2008,2,351,0,0,0.06,0,0.06,0
Warhammer: Battle For Atluma,20,2006,1,351,0.05,0,0,0.01,0.06,0
Sudoku Ball Detective,5,2009,6,408,0.06,0,0,0,0.06,0
LEGO Bionicle,7,2001,5,287,0.04,0.02,0,0,0.06,0
Power Shovel,16,2000,1,267,0.03,0.02,0,0,0.06,0
Blur,14,2010,7,17,0.01,0.04,0,0.01,0.06,0
Generator Rex: Agent of Providence,29,2011,1,17,0.05,0.01,0,0,0.06,0
A llI S.V.: A Ressha de Gyoukou 3 Super Version,24,1995,10,391,0,0,0.06,0,0.06,0
Spy Games: Elevator Mission,26,2007,9,520,0.06,0,0,0,0.06,0
Strike Force Bowling,8,2005,11,102,0.05,0.01,0,0,0.06,0
Song of the Deep,19,2016,1,247,0.05,0,0,0.01,0.06,0
Earth Defense Force 2017 Portable,21,2012,1,111,0,0,0.06,0,0.06,0
Atelier Iris 2: The Azoth Of Destiny,17,2005,8,506,0.03,0.02,0,0.01,0.06,0
There,16,2002,10,246,0.03,0.02,0,0,0.06,0
Atari's Greatest Hits: Volume 2,5,2011,4,54,0.06,0,0,0,0.06,0
Chuck E. Cheese's Playhouse,5,2010,4,535,0.06,0,0,0,0.06,0
Tokimeki no Houkago,16,1998,4,282,0,0,0.06,0,0.06,0
Championship Surfer,16,2000,11,309,0.03,0.02,0,0,0.06,0
Unreal Tournament III,14,2007,9,330,0,0.05,0,0.01,0.06,0
Monster Garage,30,2004,12,19,0.05,0.01,0,0,0.06,0
Taiko no Tatsujin: Atsumete Tomodachi Daisakusen!,27,2015,4,351,0,0,0.06,0,0.06,0
The Next BIG Thing,14,2011,2,163,0,0.05,0,0.01,0.06,0
Tecmo Classic Arcade,30,2005,4,328,0.05,0.01,0,0,0.06,0
2 Games in 1: Sonic Pinball Party & Columns Crown,7,2005,4,452,0.04,0.02,0,0,0.06,0
Valentino Rossi: The Game,19,2016,7,351,0.01,0.05,0,0.01,0.06,0
Monkey Island: Special Edition Collection,29,2011,2,17,0,0.05,0,0.01,0.06,0
Mad Maestro!,17,2001,4,138,0.03,0.02,0,0.01,0.06,0
A-Train: City Simulator,3,2014,10,40,0,0,0.06,0,0.06,0
Densha De Go! 3 Tsuukinhen,17,2001,10,495,0,0,0.06,0,0.06,0
Biker Mice From Mars,17,2006,7,182,0.03,0.02,0,0.01,0.06,0
Call of Duty 2,14,2005,9,17,0,0.05,0,0.01,0.06,0
Paws & Claws: Pampered Pets 2,5,2011,10,514,0.06,0,0,0,0.06,0
Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Banchou Portable,20,2006,4,114,0,0,0.06,0,0.06,0
SpongeBob SquarePants: Plankton's Robotic Revenge,3,2013,9,17,0,0.06,0,0,0.06,0
Pro Evolution Soccer 2017,18,2016,11,282,0,0.01,0.04,0,0.06,0
Giants: Citizen Kabuto,17,2001,9,251,0.03,0.02,0,0.01,0.06,0
Steins;Gate,29,2009,2,8,0,0,0.06,0,0.06,0
A New Beginning,14,2010,2,119,0,0.05,0,0.01,0.06,0
MotoGP 10/11,29,2011,7,82,0,0.05,0,0.01,0.06,0
Alone in the Dark,17,2008,2,54,0.03,0.02,0,0.01,0.06,0
Guilty Gear XX Accent Core Plus,17,2008,3,419,0.03,0.02,0,0.01,0.06,0
Muppets Party Cruise,17,2003,4,502,0.03,0.02,0,0.01,0.06,0
Higurashi Daybreak Portable,20,2008,2,26,0,0,0.06,0,0.06,0
Crayon Shin-chan: Arashi o Yobu Kasukabe Eiga Stars!,3,2014,2,351,0,0,0.06,0,0.06,0
Shonen Jump's One Piece: Grand Battle,8,2005,3,351,0.05,0.01,0,0,0.06,0
Barbie Horse Adventures: Wild Horse Rescue,30,2003,11,554,0.05,0.01,0,0,0.06,0
Winx Club: Quest for the Codex,5,2006,1,282,0.03,0.02,0,0.01,0.06,0
Blast Lacrosse,16,2001,11,13,0.03,0.02,0,0,0.06,0
Devil's Third,27,2015,1,368,0.04,0.02,0,0.01,0.06,0
DreamWorks Super Star Kartz,29,2011,7,17,0.05,0.01,0,0,0.06,0
Arkanoid DS,5,2007,6,474,0.06,0,0,0,0.06,0
Kikou Heidan J-Phoenix,17,2001,1,496,0,0,0.06,0,0.06,0
Backyard NFL Football '10,17,2009,11,54,0.03,0.02,0,0.01,0.06,0
Barbie and Her Sisters Puppy Rescue,26,2015,1,351,0,0.06,0,0,0.06,0
Zero Escape: Zero Time Dilemma,3,2016,2,24,0.04,0,0.01,0.01,0.06,0
Shonen Jump's Shaman King: Legacy of the Spirits - Soaring Hawk/Sprinting Wolf,7,2005,1,282,0.04,0.02,0,0,0.06,0
Bubble Bobble: Old & New,7,2002,6,143,0.04,0.02,0,0,0.06,0
Puzzler Collection,26,2008,6,532,0.05,0.01,0,0,0.06,0
Naruto Shippuden: Gekito Ninja Taisen! Special,26,2010,3,497,0,0,0.06,0,0.06,0
Jissen Pachislot Secrets! Fist of the North Star F - Seikimatsu Kyuuseishu Densetsu,18,2012,1,452,0,0,0.06,0,0.06,0
Akai Katana Shin,29,2011,9,83,0.04,0,0.01,0,0.06,0
Kekkon: Marriage,22,1995,2,455,0,0,0.06,0,0.06,0
Terraria,19,2014,1,7,0,0.05,0.01,0.01,0.06,0
Nicola Kanshuu: Model * Oshare Audition 2,3,2011,1,26,0,0,0.06,0,0.06,0
KimiKiss,17,2006,2,147,0,0,0.06,0,0.06,0
Cold Fear,30,2005,1,532,0.05,0.01,0,0,0.06,0
World Cup of Pool,5,2009,11,329,0.06,0,0,0,0.06,0
Chevrolet Camaro: Wild Ride,26,2010,7,481,0.06,0,0,0,0.06,0
Imagine: Cheerleader,5,2009,10,532,0.06,0,0,0,0.06,0
Risen 3: Titan Lords,19,2015,8,119,0,0.05,0,0.01,0.06,0
Hisshou Pachinko*Pachi-Slot Kouryaku Series Portable Vol. 1: Shinseiki Evangelion - Tamashii no Kiseki,20,2010,4,111,0,0,0.06,0,0.06,0
Busy Scissors,5,2010,10,293,0.06,0,0,0,0.06,0
Zero Escape: Zero Time Dilemma,21,2016,2,24,0.03,0,0.02,0.01,0.06,0
Shining Force Feather,5,2009,12,452,0,0,0.06,0,0.06,0
S.T.A.L.K.E.R.: Call of Pripyat,14,2009,9,351,0,0.05,0,0.01,0.06,0
Champion Jockey: G1 Jockey & Gallop Racer,29,2011,11,506,0,0.05,0,0.01,0.06,0
Disney's Kim Possible: Global Gemini,5,2007,5,126,0.05,0.01,0,0,0.06,0
Big Bang Mini,5,2009,9,469,0.05,0,0,0,0.06,0
Cocoto Kart Racer,26,2008,7,99,0.06,0,0,0,0.06,0
Mobile Suit Gundam 00: Gundam Meisters,17,2008,1,351,0,0,0.06,0,0.06,0
Call of Cthulhu: Dark Corners of the Earth,30,2005,2,498,0.05,0.01,0,0,0.06,0
The Great Escape,30,2003,1,448,0.05,0.01,0,0,0.06,0
Coded Arms: Contagion,20,2007,9,282,0.05,0,0,0.01,0.06,0
X-Men: Destiny,5,2011,1,17,0.05,0.01,0,0,0.06,0
Metal Gear Solid: Social Ops,17,2002,1,282,0.03,0.02,0,0.01,0.06,0
Minna no DS Seminar: Kanpeki Eitango Ryoku,5,2006,4,501,0,0,0.06,0,0.06,0
Kurupoto Cool Cool Stars,5,2007,1,478,0.06,0,0,0,0.06,0
The Witcher,14,2007,8,54,0,0.05,0,0.01,0.06,0
PenPen TriIceLon,4,1998,7,246,0,0,0.06,0,0.06,0
Kirarin * Revolution: Minna de Odorou Furi Furi Debut!,5,2008,10,282,0,0,0.06,0,0.06,0
Grey's Anatomy: The Video Game,26,2009,2,532,0.05,0.01,0,0,0.06,0
Salt Lake 2002,7,2002,11,532,0.04,0.02,0,0,0.06,0
Dreamer Series: Zoo Keeper,5,2010,10,129,0.06,0,0,0,0.06,0
Warriors of the Lost Empire,20,2007,8,321,0.05,0,0,0.01,0.06,0
Vexx,8,2003,5,13,0.05,0.01,0,0,0.06,0
Crazy Chicken Tales,26,2009,1,99,0.06,0,0,0,0.06,0
Super Robot Wars OG Saga Masou Kishin F: Coffin of the End,18,2014,12,351,0,0,0.06,0,0.06,0
Hagane no Renkinjutsushi - Fullmetal Alchemist: Yakusoku no Hi e,20,2010,1,351,0,0,0.06,0,0.06,0
Batman: Rise of Sin Tzu,8,2003,1,532,0.05,0.01,0,0,0.06,0
Sacred 2: Fallen Angel,14,2008,8,44,0,0.05,0,0.01,0.06,0
Winter Sports 2: The Next Challenge,5,2008,11,443,0.04,0.02,0,0.01,0.06,0
Dead Rising 2: Off the Record,14,2011,1,82,0.04,0.02,0,0.01,0.06,0
World Series of Poker 2008: Battle for the Bracelets,5,2007,4,17,0.05,0,0,0,0.06,0
Playmobil Knights,5,2009,1,335,0.04,0.01,0,0,0.06,0
Disney Sports Skateboarding,8,2002,11,282,0.05,0.01,0,0,0.06,0
DropCast,5,2008,6,514,0.06,0,0,0,0.06,0
Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo!,3,2014,1,351,0,0,0.06,0,0.06,0
Inversion,29,2012,9,351,0.03,0.02,0,0.01,0.06,0
Summon Night 2,5,2008,8,351,0,0,0.06,0,0.06,0
Chou Soujuu Mecha MG,5,2008,10,999,0,0,0.06,0,0.06,0
Odin Sphere: Leifthrasir,18,2016,8,371,0.01,0.02,0.03,0.01,0.06,0
Pro Evolution Soccer 2012,17,2011,1,282,0,0,0.06,0,0.06,0
Terminator 3: The Redemption,30,2004,9,54,0.05,0.01,0,0,0.06,0
Alvin and the Chipmunks,26,2007,4,138,0.05,0,0,0,0.06,0
EverQuest II: Destiny of Velious,14,2011,8,468,0.06,0,0,0,0.06,0
Rurouni Kenshin: Meiji Kenyaku Romantan - Kansen,20,2012,1,351,0,0,0.06,0,0.06,0
Neon Genesis Evangelion,11,1999,2,351,0,0,0.06,0,0.06,0
Serious Sam II,30,2005,9,498,0.05,0.01,0,0,0.06,0
Remember Me,14,2013,1,82,0,0.05,0,0.01,0.06,0
ICO,18,2011,1,464,0,0,0.06,0,0.06,0
Flipnic: Ultimate Pinball,17,2003,4,532,0.03,0.02,0,0.01,0.06,0
Eigo de Tabisuru: Little Charo,5,2011,4,368,0,0,0.06,0,0.06,0
NBA Hangtime,16,1996,11,330,0.03,0.02,0,0,0.06,0
Cabela's Big Game Hunter (2008),29,2007,11,19,0.06,0,0,0,0.06,0
My Fitness Coach: Club,26,2011,11,532,0,0.05,0,0.01,0.06,0
D.C. II P.S.: Da Capo II Plus Situation,17,2008,2,269,0,0,0.06,0,0.06,0
Top Gear Hyper-Bike,11,1999,7,275,0.05,0.01,0,0,0.06,0
Brunswick Circuit Pro Bowling,11,1999,11,514,0.05,0.01,0,0,0.06,0
Olympic Hockey 98,11,1998,11,209,0.05,0.01,0,0,0.06,0
CyberTiger,11,2000,11,139,0.05,0.01,0,0,0.06,0
Penny Racers,11,1998,7,514,0.05,0.01,0,0,0.06,0
S.C.A.R.S,11,1998,7,532,0.05,0.01,0,0,0.06,0
Virtual Chess 64,11,1998,4,517,0.05,0.01,0,0,0.06,0
Marvel Super Heroes,22,1997,3,82,0,0,0.06,0,0.06,0
Mike Piazza's Strike Zone,11,1998,11,209,0.05,0.01,0,0,0.06,0
Bust-A-Move '99,11,1998,6,13,0.05,0.01,0,0,0.06,0
Star Soldier: Vanishing Earth,11,1998,9,227,0.05,0.01,0,0,0.06,0
Polaris SnoCross,11,2000,7,545,0.05,0.01,0,0,0.06,0
Worms Blast,8,2002,6,532,0.05,0.01,0,0,0.06,0
Prinny: Can I Really Be The Hero? (US sales),20,2009,1,999,0.06,0,0,0,0.06,0
The Legend of Heroes VII: The Trail of Blue,21,2014,8,367,0,0,0.06,0,0.06,0
BlazBlue: Chrono Phantasma Extend,31,2015,1,419,0.05,0.01,0,0.01,0.06,0
Smile PreCure! Let's Go! Marchen World,3,2012,1,351,0,0,0.06,0,0.06,0
IHRA Professional Drag Racing 2005,30,2004,7,65,0.04,0.01,0,0,0.06,0
Tokyo Xtreme Racer Advance,7,2005,7,102,0.04,0.02,0,0,0.06,0
Destiny: The Collection,19,2016,9,17,0.01,0.04,0,0.01,0.06,0
Gun Showdown,20,2006,1,17,0.05,0.01,0,0.01,0.06,0
Showtime Championship Boxing,5,2007,3,575,0.06,0,0,0,0.06,0
Syndicate,14,1992,12,139,0,0.05,0,0.01,0.06,0
Digimon All-Star Rumble,29,2014,3,351,0.04,0.01,0,0.01,0.06,0
Foster's Home for Imaginary Friends: Imagination Invaders,5,2007,2,330,0.06,0,0,0,0.06,0
I Love Beauty: Hollywood Makeover,5,2009,4,88,0.06,0,0,0,0.06,0
Power Pro Success Legends,20,2010,11,282,0,0,0.06,0,0.06,0
Combat Elite: WWII Paratroopers,17,2005,9,999,0.03,0.02,0,0.01,0.06,0
Rock Blast,5,2008,6,535,0.06,0,0,0,0.06,0
Pheasants Forever Wingshooter,26,2010,9,999,0.03,0.02,0,0,0.06,0
Ivy the Kiwi?,26,2010,6,439,0.04,0.02,0,0,0.06,0
Killer Loop,16,1999,7,102,0.03,0.02,0,0,0.06,0
Cabela's Dangerous Hunts: Ultimate Challenge,20,2006,11,19,0.06,0,0,0,0.06,0
Xiaolin Showdown,20,2006,1,282,0.05,0,0,0,0.06,0
Worldwide Soccer,22,1994,11,452,0,0,0.06,0,0.06,0
Toriko: Gourmet Battle!,3,2013,8,351,0,0,0.06,0,0.06,0
Need for Speed: Shift,14,2009,7,139,0,0.05,0,0.01,0.06,0
Zoo Tycoon: Complete Collection,14,2003,12,328,0.03,0.02,0,0.01,0.06,0
Little League World Series Baseball 2008,5,2008,11,17,0.06,0,0,0,0.06,0
Commandos: Strike Force,17,2006,9,138,0.03,0.02,0,0.01,0.06,0
Mobile Suit Gundam: Gundam vs. Zeta Gundam,17,2004,9,351,0.03,0.02,0,0.01,0.06,0
Darksiders II,31,2015,1,376,0.03,0.02,0,0.01,0.06,0
Rapala Pro Fishing,7,2004,11,575,0.04,0.02,0,0,0.06,0
Create,14,2010,1,139,0.04,0.01,0,0.01,0.06,0
Guilty Gear X: Advance Edition,7,2002,3,445,0.04,0.02,0,0,0.06,0
Impossible Mission,20,2007,5,492,0,0.04,0,0.02,0.06,0
Zoo Tycoon 2,14,2004,12,328,0,0.05,0,0.01,0.06,0
Fate/Tiger Colosseum Upper,20,2008,3,82,0,0,0.06,0,0.06,0
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS3 Deluxe,5,2009,4,441,0,0,0.06,0,0.06,0
Rooms: The Main Building,26,2010,2,228,0.06,0,0,0,0.06,0
Theresia...,5,2008,2,36,0.06,0,0,0,0.06,0
Pop Cutie! Street Fashion Simulation,5,2008,10,506,0.06,0,0,0,0.06,0
Top Gun: Hard Lock,29,2012,1,7,0.03,0.02,0,0,0.06,0
JoJo's Bizarre Adventure: All Star Battle,3,2012,3,498,0.06,0,0,0,0.06,0
Carol Vorderman's Sudoku,20,2006,6,566,0.05,0,0,0.01,0.06,0
Ford Racing 3,7,2005,7,575,0.04,0.02,0,0,0.06,0
Genkai Tokki: Moero Crystal,21,2015,8,98,0,0,0.06,0,0.06,0
PachiPara 13: Super Umi no Pachi-Pro Fuuunroku,17,2006,4,257,0,0,0.06,0,0.06,0
